EmployeeID,DeviceID,Location,Vendor,Product,DeploymentType,EntitledLicenses,ActualUsage
3552,DEV-03552,UK,Microsoft 365,Excel,Cloud,1,1
3553,DEV-03553,Singapore,Zoom,Zoom Meetings,Cloud,2,1
3554,DEV-03554,US,Zoom,Zoom Meetings,On-Prem,1,0
3555,DEV-03555,Singapore,Microsoft 365,Excel,Cloud,5,0
3556,DEV-03556,Germany,Adobe CC,Illustrator,Cloud,2,0
3557,DEV-03557,Germany,Microsoft 365,Excel,On-Prem,1,1
3558,DEV-03558,Germany,Adobe CC,Illustrator,Cloud,5,3
3559,DEV-03559,UK,Oracle DB,Oracle 21c,Cloud,3,2
3560,DEV-03560,Singapore,Salesforce,CRM Cloud,On-Prem,2,0
3561,DEV-03561,Singapore,Zoom,Zoom Meetings,On-Prem,5,3
3562,DEV-03562,UK,SQL Server,SQL 2022,Cloud,3,0
3563,DEV-03563,US,Oracle DB,Oracle 21c,Cloud,5,1
3564,DEV-03564,UK,Salesforce,CRM Cloud,Cloud,4,3
3565,DEV-03565,US,Salesforce,CRM Cloud,On-Prem,5,4
3566,DEV-03566,India,Zoom,Zoom Meetings,On-Prem,4,2
3567,DEV-03567,India,Microsoft 365,Word,On-Prem,5,0
3568,DEV-03568,India,Salesforce,CRM Cloud,On-Prem,3,1
3569,DEV-03569,Germany,SQL Server,SQL 2019,On-Prem,4,4
3570,DEV-03570,Singapore,Adobe CC,Illustrator,Cloud,1,1
3571,DEV-03571,US,Adobe CC,Illustrator,On-Prem,2,2
3572,DEV-03572,US,Zoom,Zoom Meetings,Cloud,4,3
3573,DEV-03573,UK,SQL Server,SQL 2022,On-Prem,5,1
3574,DEV-03574,UK,Salesforce,CRM Cloud,On-Prem,3,2
3575,DEV-03575,India,Microsoft 365,Word,Cloud,2,0
3576,DEV-03576,US,SQL Server,SQL 2022,Cloud,3,0
3577,DEV-03577,UK,Adobe CC,Photoshop,On-Prem,4,4
3578,DEV-03578,India,Salesforce,CRM Cloud,On-Prem,4,4
3579,DEV-03579,India,Microsoft 365,Teams,On-Prem,3,3
3580,DEV-03580,Singapore,Oracle DB,Oracle 19c,On-Prem,3,2
3581,DEV-03581,India,Salesforce,CRM Cloud,On-Prem,1,0
3582,DEV-03582,India,Oracle DB,Oracle 21c,On-Prem,4,0
3583,DEV-03583,Germany,SQL Server,SQL 2019,Cloud,1,1
3584,DEV-03584,US,Oracle DB,Oracle 21c,Cloud,1,0
3585,DEV-03585,India,Oracle DB,Oracle 21c,Cloud,3,3
3586,DEV-03586,India,Oracle DB,Oracle 21c,Cloud,2,1
3587,DEV-03587,India,Adobe CC,Premiere Pro,On-Prem,4,0
3588,DEV-03588,India,Microsoft 365,PowerPoint,Cloud,1,0
3589,DEV-03589,UK,Zoom,Zoom Meetings,On-Prem,4,0
3590,DEV-03590,UK,Zoom,Zoom Meetings,Cloud,3,2
3591,DEV-03591,India,Adobe CC,Premiere Pro,Cloud,5,0
3592,DEV-03592,UK,Zoom,Zoom Meetings,Cloud,5,0
3593,DEV-03593,UK,SQL Server,SQL 2022,On-Prem,2,1
3594,DEV-03594,Germany,Salesforce,CRM Cloud,On-Prem,2,2
3595,DEV-03595,India,Oracle DB,Oracle 19c,Cloud,4,0
3596,DEV-03596,India,Adobe CC,Premiere Pro,Cloud,4,2
3597,DEV-03597,US,Salesforce,CRM Cloud,Cloud,5,1
3598,DEV-03598,US,Adobe CC,Photoshop,On-Prem,3,0
3599,DEV-03599,UK,Adobe CC,Photoshop,On-Prem,4,2
3600,DEV-03600,India,Microsoft 365,Word,Cloud,1,1
3601,DEV-03601,Germany,Microsoft 365,Teams,Cloud,4,0
3602,DEV-03602,India,Adobe CC,Illustrator,On-Prem,1,1
3603,DEV-03603,India,Zoom,Zoom Meetings,Cloud,1,0
3604,DEV-03604,US,Zoom,Zoom Meetings,On-Prem,3,1
3605,DEV-03605,UK,Oracle DB,Oracle 19c,Cloud,4,3
3606,DEV-03606,UK,Salesforce,CRM Cloud,On-Prem,3,1
3607,DEV-03607,Germany,Adobe CC,Photoshop,On-Prem,5,1
3608,DEV-03608,India,Adobe CC,Premiere Pro,On-Prem,4,1
3609,DEV-03609,India,Zoom,Zoom Meetings,Cloud,5,4
3610,DEV-03610,Singapore,SQL Server,SQL 2022,Cloud,5,2
3611,DEV-03611,Germany,Zoom,Zoom Meetings,On-Prem,2,2
3612,DEV-03612,US,Microsoft 365,Teams,Cloud,2,2
3613,DEV-03613,UK,Zoom,Zoom Meetings,Cloud,4,2
3614,DEV-03614,US,Adobe CC,Premiere Pro,On-Prem,2,0
3615,DEV-03615,Germany,Microsoft 365,Teams,Cloud,2,1
3616,DEV-03616,Singapore,Salesforce,CRM Cloud,Cloud,1,1
3617,DEV-03617,US,Zoom,Zoom Meetings,Cloud,3,3
3618,DEV-03618,US,SQL Server,SQL 2019,Cloud,3,2
3619,DEV-03619,UK,Adobe CC,Photoshop,Cloud,3,1
3620,DEV-03620,Germany,Zoom,Zoom Meetings,Cloud,1,0
3621,DEV-03621,UK,Adobe CC,Photoshop,Cloud,4,3
3622,DEV-03622,UK,Adobe CC,Illustrator,Cloud,1,1
3623,DEV-03623,UK,Adobe CC,Photoshop,Cloud,1,1
3624,DEV-03624,UK,Zoom,Zoom Meetings,On-Prem,3,1
3625,DEV-03625,India,Salesforce,CRM Cloud,Cloud,2,1
3626,DEV-03626,India,Zoom,Zoom Meetings,On-Prem,5,5
3627,DEV-03627,US,Oracle DB,Oracle 19c,Cloud,5,5
3628,DEV-03628,Singapore,SQL Server,SQL 2022,Cloud,1,0
3629,DEV-03629,Germany,Salesforce,CRM Cloud,Cloud,3,2
3630,DEV-03630,India,Salesforce,CRM Cloud,Cloud,5,5
3631,DEV-03631,UK,Microsoft 365,PowerPoint,On-Prem,1,0
3632,DEV-03632,UK,Adobe CC,Illustrator,On-Prem,5,3
3633,DEV-03633,India,SQL Server,SQL 2019,Cloud,2,0
3634,DEV-03634,US,Salesforce,CRM Cloud,Cloud,1,0
3635,DEV-03635,US,Oracle DB,Oracle 19c,Cloud,2,0
3636,DEV-03636,Singapore,Microsoft 365,Excel,Cloud,4,1
3637,DEV-03637,UK,Zoom,Zoom Meetings,Cloud,2,1
3638,DEV-03638,Germany,Oracle DB,Oracle 21c,Cloud,3,1
3639,DEV-03639,India,Oracle DB,Oracle 21c,Cloud,4,3
3640,DEV-03640,Singapore,Zoom,Zoom Meetings,Cloud,3,0
3641,DEV-03641,India,SQL Server,SQL 2022,Cloud,4,1
3642,DEV-03642,Singapore,Oracle DB,Oracle 21c,On-Prem,5,2
3643,DEV-03643,Singapore,SQL Server,SQL 2022,Cloud,1,1
3644,DEV-03644,UK,Oracle DB,Oracle 21c,Cloud,5,4
3645,DEV-03645,US,SQL Server,SQL 2019,Cloud,3,1
3646,DEV-03646,Singapore,Oracle DB,Oracle 19c,On-Prem,3,0
3647,DEV-03647,Germany,Adobe CC,Photoshop,Cloud,3,2
3648,DEV-03648,Germany,Salesforce,CRM Cloud,Cloud,2,2
3649,DEV-03649,Singapore,Microsoft 365,Word,On-Prem,2,0
3650,DEV-03650,Singapore,Microsoft 365,Teams,On-Prem,3,2
3651,DEV-03651,US,Adobe CC,Premiere Pro,On-Prem,2,1
3652,DEV-03652,US,Adobe CC,Illustrator,On-Prem,5,2
3653,DEV-03653,Germany,Zoom,Zoom Meetings,Cloud,4,1
3654,DEV-03654,Singapore,Salesforce,CRM Cloud,Cloud,3,2
3655,DEV-03655,India,SQL Server,SQL 2022,Cloud,4,4
3656,DEV-03656,US,Zoom,Zoom Meetings,Cloud,5,3
3657,DEV-03657,UK,Zoom,Zoom Meetings,On-Prem,4,2
3658,DEV-03658,India,Zoom,Zoom Meetings,On-Prem,2,2
3659,DEV-03659,US,Oracle DB,Oracle 21c,On-Prem,5,4
3660,DEV-03660,Germany,Oracle DB,Oracle 19c,On-Prem,3,0
3661,DEV-03661,UK,Salesforce,CRM Cloud,Cloud,1,0
3662,DEV-03662,India,SQL Server,SQL 2019,Cloud,2,2
3663,DEV-03663,India,SQL Server,SQL 2019,On-Prem,5,0
3664,DEV-03664,India,SQL Server,SQL 2022,On-Prem,2,2
3665,DEV-03665,UK,Zoom,Zoom Meetings,On-Prem,2,1
3666,DEV-03666,Singapore,SQL Server,SQL 2022,On-Prem,3,1
3667,DEV-03667,Germany,Microsoft 365,Word,Cloud,2,1
3668,DEV-03668,Germany,Microsoft 365,Teams,On-Prem,2,0
3669,DEV-03669,UK,Adobe CC,Photoshop,On-Prem,3,3
3670,DEV-03670,Germany,Zoom,Zoom Meetings,Cloud,4,0
3671,DEV-03671,Germany,Microsoft 365,Excel,On-Prem,3,0
3672,DEV-03672,Germany,SQL Server,SQL 2022,Cloud,3,3
3673,DEV-03673,US,Zoom,Zoom Meetings,On-Prem,3,3
3674,DEV-03674,Germany,Oracle DB,Oracle 21c,On-Prem,3,3
3675,DEV-03675,Singapore,SQL Server,SQL 2019,On-Prem,4,0
3676,DEV-03676,Singapore,Salesforce,CRM Cloud,Cloud,4,4
3677,DEV-03677,UK,Oracle DB,Oracle 21c,Cloud,5,1
3678,DEV-03678,US,Zoom,Zoom Meetings,On-Prem,3,2
3679,DEV-03679,UK,Salesforce,CRM Cloud,On-Prem,4,3
3680,DEV-03680,UK,Oracle DB,Oracle 19c,Cloud,5,3
3681,DEV-03681,US,Zoom,Zoom Meetings,Cloud,4,0
3682,DEV-03682,India,Adobe CC,Premiere Pro,Cloud,5,0
3683,DEV-03683,US,Zoom,Zoom Meetings,On-Prem,4,2
3684,DEV-03684,Singapore,Adobe CC,Premiere Pro,On-Prem,4,2
3685,DEV-03685,India,Salesforce,CRM Cloud,Cloud,4,3
3686,DEV-03686,UK,Adobe CC,Illustrator,On-Prem,5,3
3687,DEV-03687,India,Microsoft 365,Teams,Cloud,2,0
3688,DEV-03688,Germany,Salesforce,CRM Cloud,Cloud,3,3
3689,DEV-03689,India,Salesforce,CRM Cloud,Cloud,5,0
3690,DEV-03690,India,Salesforce,CRM Cloud,Cloud,1,0
3691,DEV-03691,India,Adobe CC,Photoshop,Cloud,5,2
3692,DEV-03692,India,Adobe CC,Premiere Pro,Cloud,3,1
3693,DEV-03693,Singapore,Adobe CC,Photoshop,Cloud,1,0
3694,DEV-03694,UK,Oracle DB,Oracle 21c,Cloud,3,1
3695,DEV-03695,India,Zoom,Zoom Meetings,Cloud,2,1
3696,DEV-03696,US,SQL Server,SQL 2022,On-Prem,3,3
3697,DEV-03697,Singapore,SQL Server,SQL 2022,Cloud,3,1
3698,DEV-03698,Germany,Microsoft 365,Word,On-Prem,1,1
3699,DEV-03699,Germany,SQL Server,SQL 2019,Cloud,3,2
3700,DEV-03700,UK,Adobe CC,Premiere Pro,On-Prem,5,5
3701,DEV-03701,US,Oracle DB,Oracle 19c,Cloud,1,0
3702,DEV-03702,India,Zoom,Zoom Meetings,Cloud,1,0
3703,DEV-03703,India,Zoom,Zoom Meetings,Cloud,1,0
3704,DEV-03704,UK,SQL Server,SQL 2019,On-Prem,4,0
3705,DEV-03705,Singapore,Zoom,Zoom Meetings,On-Prem,1,0
3706,DEV-03706,Singapore,Oracle DB,Oracle 21c,Cloud,5,5
3707,DEV-03707,Singapore,Microsoft 365,PowerPoint,Cloud,5,0
3708,DEV-03708,UK,Adobe CC,Photoshop,On-Prem,2,1
3709,DEV-03709,Singapore,Microsoft 365,Word,Cloud,2,0
3710,DEV-03710,India,Oracle DB,Oracle 21c,On-Prem,3,1
3711,DEV-03711,US,SQL Server,SQL 2019,On-Prem,3,0
3712,DEV-03712,Germany,Adobe CC,Photoshop,On-Prem,1,1
3713,DEV-03713,Singapore,Oracle DB,Oracle 21c,On-Prem,4,1
3714,DEV-03714,US,SQL Server,SQL 2019,Cloud,2,0
3715,DEV-03715,Singapore,Zoom,Zoom Meetings,On-Prem,2,2
3716,DEV-03716,Germany,Adobe CC,Illustrator,On-Prem,5,5
3717,DEV-03717,UK,Salesforce,CRM Cloud,On-Prem,2,1
3718,DEV-03718,US,SQL Server,SQL 2022,On-Prem,3,0
3719,DEV-03719,UK,Oracle DB,Oracle 21c,Cloud,1,0
3720,DEV-03720,Germany,Adobe CC,Photoshop,On-Prem,4,1
3721,DEV-03721,Singapore,SQL Server,SQL 2022,On-Prem,1,0
3722,DEV-03722,US,Oracle DB,Oracle 19c,Cloud,2,2
3723,DEV-03723,Germany,Oracle DB,Oracle 21c,Cloud,2,0
3724,DEV-03724,Singapore,Salesforce,CRM Cloud,On-Prem,1,1
3725,DEV-03725,Singapore,Microsoft 365,Word,On-Prem,4,3
3726,DEV-03726,India,Salesforce,CRM Cloud,Cloud,3,0
3727,DEV-03727,Singapore,Salesforce,CRM Cloud,On-Prem,4,1
3728,DEV-03728,Germany,Microsoft 365,PowerPoint,Cloud,1,0
3729,DEV-03729,Singapore,Adobe CC,Premiere Pro,On-Prem,3,1
3730,DEV-03730,Singapore,SQL Server,SQL 2019,On-Prem,1,0
3731,DEV-03731,UK,Salesforce,CRM Cloud,On-Prem,5,2
3732,DEV-03732,UK,Oracle DB,Oracle 21c,On-Prem,2,1
3733,DEV-03733,US,SQL Server,SQL 2022,Cloud,1,1
3734,DEV-03734,UK,Oracle DB,Oracle 21c,On-Prem,1,0
3735,DEV-03735,India,SQL Server,SQL 2019,On-Prem,2,2
3736,DEV-03736,Germany,Adobe CC,Photoshop,Cloud,1,1
3737,DEV-03737,India,Adobe CC,Premiere Pro,Cloud,3,0
3738,DEV-03738,US,Oracle DB,Oracle 21c,On-Prem,2,0
3739,DEV-03739,US,Adobe CC,Premiere Pro,Cloud,3,3
3740,DEV-03740,India,SQL Server,SQL 2019,Cloud,5,4
3741,DEV-03741,US,SQL Server,SQL 2019,On-Prem,2,0
3742,DEV-03742,India,Adobe CC,Illustrator,On-Prem,5,3
3743,DEV-03743,US,SQL Server,SQL 2022,On-Prem,4,0
3744,DEV-03744,India,Adobe CC,Photoshop,On-Prem,1,1
3745,DEV-03745,Singapore,SQL Server,SQL 2019,On-Prem,5,1
3746,DEV-03746,UK,SQL Server,SQL 2019,Cloud,5,0
3747,DEV-03747,Germany,Microsoft 365,Word,On-Prem,3,3
3748,DEV-03748,India,Zoom,Zoom Meetings,Cloud,2,0
3749,DEV-03749,Singapore,Salesforce,CRM Cloud,Cloud,2,0
3750,DEV-03750,India,Adobe CC,Photoshop,Cloud,1,1
3751,DEV-03751,UK,Oracle DB,Oracle 19c,Cloud,3,2
3752,DEV-03752,Singapore,Adobe CC,Premiere Pro,Cloud,5,5
3753,DEV-03753,Singapore,Zoom,Zoom Meetings,Cloud,3,2
3754,DEV-03754,Germany,SQL Server,SQL 2019,Cloud,5,4
3755,DEV-03755,US,Adobe CC,Photoshop,Cloud,4,0
3756,DEV-03756,US,Zoom,Zoom Meetings,Cloud,3,0
3757,DEV-03757,Germany,Adobe CC,Premiere Pro,On-Prem,2,2
3758,DEV-03758,US,Zoom,Zoom Meetings,Cloud,3,1
3759,DEV-03759,Singapore,Oracle DB,Oracle 21c,Cloud,3,3
3760,DEV-03760,Germany,Salesforce,CRM Cloud,Cloud,2,1
3761,DEV-03761,Singapore,Oracle DB,Oracle 21c,On-Prem,1,1
3762,DEV-03762,India,Adobe CC,Photoshop,Cloud,3,2
3763,DEV-03763,UK,Adobe CC,Premiere Pro,On-Prem,4,4
3764,DEV-03764,India,Zoom,Zoom Meetings,On-Prem,3,0
3765,DEV-03765,Singapore,SQL Server,SQL 2019,Cloud,2,0
3766,DEV-03766,US,SQL Server,SQL 2019,On-Prem,1,0
3767,DEV-03767,India,Adobe CC,Premiere Pro,Cloud,2,2
3768,DEV-03768,India,SQL Server,SQL 2019,Cloud,4,3
3769,DEV-03769,Singapore,Microsoft 365,Word,On-Prem,1,1
3770,DEV-03770,Germany,Oracle DB,Oracle 19c,Cloud,3,3
3771,DEV-03771,Singapore,SQL Server,SQL 2019,Cloud,2,1
3772,DEV-03772,Germany,Adobe CC,Premiere Pro,Cloud,2,2
3773,DEV-03773,US,Oracle DB,Oracle 19c,Cloud,5,5
3774,DEV-03774,US,Microsoft 365,Teams,On-Prem,1,1
3775,DEV-03775,Germany,Microsoft 365,PowerPoint,On-Prem,3,2
3776,DEV-03776,US,Salesforce,CRM Cloud,On-Prem,5,3
3777,DEV-03777,India,Oracle DB,Oracle 19c,Cloud,2,1
3778,DEV-03778,Singapore,SQL Server,SQL 2022,On-Prem,3,1
3779,DEV-03779,UK,SQL Server,SQL 2022,Cloud,1,0
3780,DEV-03780,Germany,Microsoft 365,Teams,Cloud,3,3
3781,DEV-03781,India,SQL Server,SQL 2019,On-Prem,3,3
3782,DEV-03782,US,Oracle DB,Oracle 21c,Cloud,5,2
3783,DEV-03783,Singapore,Salesforce,CRM Cloud,Cloud,2,0
3784,DEV-03784,Singapore,Zoom,Zoom Meetings,On-Prem,4,2
3785,DEV-03785,US,SQL Server,SQL 2019,On-Prem,2,0
3786,DEV-03786,India,Salesforce,CRM Cloud,Cloud,2,1
3787,DEV-03787,US,Oracle DB,Oracle 19c,On-Prem,5,5
3788,DEV-03788,India,Microsoft 365,Teams,On-Prem,4,4
3789,DEV-03789,India,Salesforce,CRM Cloud,On-Prem,1,0
3790,DEV-03790,India,SQL Server,SQL 2022,On-Prem,5,1
3791,DEV-03791,Germany,Microsoft 365,Excel,On-Prem,4,4
3792,DEV-03792,Singapore,Zoom,Zoom Meetings,On-Prem,1,0
3793,DEV-03793,Germany,SQL Server,SQL 2022,Cloud,3,2
3794,DEV-03794,US,Adobe CC,Premiere Pro,Cloud,4,4
3795,DEV-03795,Germany,SQL Server,SQL 2019,On-Prem,3,0
3796,DEV-03796,Germany,SQL Server,SQL 2019,Cloud,1,1
3797,DEV-03797,US,Microsoft 365,PowerPoint,Cloud,5,5
3798,DEV-03798,Singapore,Microsoft 365,Teams,Cloud,3,3
3799,DEV-03799,India,SQL Server,SQL 2019,Cloud,5,3
3800,DEV-03800,UK,SQL Server,SQL 2019,On-Prem,1,0
3801,DEV-03801,UK,Adobe CC,Photoshop,Cloud,1,0
3802,DEV-03802,UK,SQL Server,SQL 2022,Cloud,2,1
3803,DEV-03803,Singapore,Oracle DB,Oracle 19c,On-Prem,1,0
3804,DEV-03804,Germany,Adobe CC,Illustrator,Cloud,3,2
3805,DEV-03805,US,Adobe CC,Premiere Pro,Cloud,5,3
3806,DEV-03806,Singapore,Salesforce,CRM Cloud,Cloud,5,3
3807,DEV-03807,India,Adobe CC,Photoshop,On-Prem,4,1
3808,DEV-03808,Singapore,Oracle DB,Oracle 21c,On-Prem,3,1
3809,DEV-03809,US,Salesforce,CRM Cloud,On-Prem,4,3
3810,DEV-03810,India,Adobe CC,Photoshop,On-Prem,5,2
3811,DEV-03811,US,Adobe CC,Illustrator,Cloud,1,1
3812,DEV-03812,UK,Oracle DB,Oracle 19c,Cloud,3,2
3813,DEV-03813,Germany,Adobe CC,Premiere Pro,On-Prem,3,2
3814,DEV-03814,Germany,Adobe CC,Illustrator,Cloud,4,4
3815,DEV-03815,India,Salesforce,CRM Cloud,Cloud,3,2
3816,DEV-03816,Germany,Zoom,Zoom Meetings,Cloud,3,1
3817,DEV-03817,US,Microsoft 365,Excel,Cloud,2,1
3818,DEV-03818,Germany,Microsoft 365,Word,Cloud,4,1
3819,DEV-03819,Singapore,Zoom,Zoom Meetings,On-Prem,2,1
3820,DEV-03820,US,SQL Server,SQL 2022,On-Prem,3,3
3821,DEV-03821,Germany,SQL Server,SQL 2022,Cloud,4,1
3822,DEV-03822,Singapore,SQL Server,SQL 2019,On-Prem,5,1
3823,DEV-03823,US,Microsoft 365,Teams,On-Prem,1,0
3824,DEV-03824,US,Microsoft 365,Teams,On-Prem,5,5
3825,DEV-03825,US,Zoom,Zoom Meetings,Cloud,4,1
3826,DEV-03826,India,Salesforce,CRM Cloud,Cloud,2,1
3827,DEV-03827,UK,Salesforce,CRM Cloud,Cloud,4,1
3828,DEV-03828,Germany,SQL Server,SQL 2022,On-Prem,4,2
3829,DEV-03829,India,SQL Server,SQL 2022,On-Prem,3,2
3830,DEV-03830,Singapore,Oracle DB,Oracle 19c,Cloud,2,2
3831,DEV-03831,UK,Oracle DB,Oracle 19c,On-Prem,1,1
3832,DEV-03832,India,Salesforce,CRM Cloud,Cloud,1,0
3833,DEV-03833,US,SQL Server,SQL 2022,Cloud,4,1
3834,DEV-03834,UK,Oracle DB,Oracle 19c,On-Prem,5,2
3835,DEV-03835,Singapore,Zoom,Zoom Meetings,Cloud,5,5
3836,DEV-03836,India,Adobe CC,Premiere Pro,Cloud,2,1
3837,DEV-03837,UK,SQL Server,SQL 2022,On-Prem,4,0
3838,DEV-03838,Singapore,SQL Server,SQL 2022,On-Prem,2,2
3839,DEV-03839,Germany,Zoom,Zoom Meetings,Cloud,4,2
3840,DEV-03840,US,Adobe CC,Photoshop,Cloud,2,0
3841,DEV-03841,Singapore,Microsoft 365,PowerPoint,Cloud,5,1
3842,DEV-03842,UK,Salesforce,CRM Cloud,Cloud,5,1
3843,DEV-03843,UK,Zoom,Zoom Meetings,Cloud,4,0
3844,DEV-03844,UK,Zoom,Zoom Meetings,Cloud,4,4
3845,DEV-03845,UK,Microsoft 365,Excel,On-Prem,5,4
3846,DEV-03846,US,Salesforce,CRM Cloud,On-Prem,1,1
3847,DEV-03847,Germany,Microsoft 365,Word,Cloud,4,2
3848,DEV-03848,India,Oracle DB,Oracle 19c,Cloud,2,2
3849,DEV-03849,Singapore,Salesforce,CRM Cloud,On-Prem,3,2
3850,DEV-03850,Singapore,SQL Server,SQL 2019,Cloud,1,1
3851,DEV-03851,US,Adobe CC,Illustrator,On-Prem,4,1
3852,DEV-03852,UK,Salesforce,CRM Cloud,Cloud,5,4
3853,DEV-03853,UK,Adobe CC,Premiere Pro,On-Prem,2,2
3854,DEV-03854,India,Salesforce,CRM Cloud,On-Prem,5,1
3855,DEV-03855,India,SQL Server,SQL 2022,Cloud,2,1
3856,DEV-03856,India,Microsoft 365,Excel,On-Prem,5,1
3857,DEV-03857,Singapore,Adobe CC,Photoshop,Cloud,2,0
3858,DEV-03858,India,Zoom,Zoom Meetings,On-Prem,1,0
3859,DEV-03859,US,Microsoft 365,Teams,On-Prem,3,0
3860,DEV-03860,India,Zoom,Zoom Meetings,Cloud,3,3
3861,DEV-03861,US,Oracle DB,Oracle 21c,On-Prem,2,0
3862,DEV-03862,Singapore,Adobe CC,Illustrator,Cloud,3,2
3863,DEV-03863,Singapore,Oracle DB,Oracle 19c,On-Prem,3,0
3864,DEV-03864,Germany,Oracle DB,Oracle 19c,On-Prem,3,2
3865,DEV-03865,Singapore,Zoom,Zoom Meetings,On-Prem,4,2
3866,DEV-03866,US,Salesforce,CRM Cloud,On-Prem,4,1
3867,DEV-03867,US,Adobe CC,Illustrator,On-Prem,4,1
3868,DEV-03868,Singapore,Oracle DB,Oracle 19c,Cloud,1,0
3869,DEV-03869,US,Oracle DB,Oracle 21c,Cloud,2,2
3870,DEV-03870,Germany,Zoom,Zoom Meetings,On-Prem,5,2
3871,DEV-03871,Germany,Microsoft 365,PowerPoint,Cloud,3,3
3872,DEV-03872,Singapore,Microsoft 365,PowerPoint,On-Prem,5,3
3873,DEV-03873,Singapore,Microsoft 365,Word,On-Prem,4,4
3874,DEV-03874,Germany,Salesforce,CRM Cloud,On-Prem,1,1
3875,DEV-03875,Germany,SQL Server,SQL 2022,Cloud,5,4
3876,DEV-03876,US,Salesforce,CRM Cloud,Cloud,5,0
3877,DEV-03877,Singapore,Zoom,Zoom Meetings,Cloud,4,1
3878,DEV-03878,US,Microsoft 365,Word,On-Prem,4,0
3879,DEV-03879,Germany,Adobe CC,Premiere Pro,On-Prem,5,4
3880,DEV-03880,US,Adobe CC,Premiere Pro,Cloud,4,2
3881,DEV-03881,UK,SQL Server,SQL 2019,On-Prem,3,0
3882,DEV-03882,US,Oracle DB,Oracle 21c,Cloud,1,1
3883,DEV-03883,US,Microsoft 365,Teams,On-Prem,5,5
3884,DEV-03884,US,Zoom,Zoom Meetings,On-Prem,4,4
3885,DEV-03885,Singapore,Zoom,Zoom Meetings,Cloud,1,0
3886,DEV-03886,India,Salesforce,CRM Cloud,Cloud,1,0
3887,DEV-03887,US,Zoom,Zoom Meetings,On-Prem,4,2
3888,DEV-03888,India,Salesforce,CRM Cloud,On-Prem,5,4
3889,DEV-03889,India,Microsoft 365,Excel,Cloud,2,2
3890,DEV-03890,UK,Salesforce,CRM Cloud,Cloud,2,2
3891,DEV-03891,India,SQL Server,SQL 2022,Cloud,1,1
3892,DEV-03892,Singapore,Microsoft 365,PowerPoint,On-Prem,2,0
3893,DEV-03893,Germany,Adobe CC,Photoshop,On-Prem,2,0
3894,DEV-03894,Singapore,SQL Server,SQL 2022,On-Prem,1,1
3895,DEV-03895,India,Oracle DB,Oracle 19c,On-Prem,2,0
3896,DEV-03896,Singapore,Zoom,Zoom Meetings,On-Prem,5,5
3897,DEV-03897,India,Adobe CC,Premiere Pro,On-Prem,3,1
3898,DEV-03898,UK,Oracle DB,Oracle 21c,Cloud,4,2
3899,DEV-03899,UK,SQL Server,SQL 2019,Cloud,2,1
3900,DEV-03900,UK,Adobe CC,Illustrator,Cloud,5,3
3901,DEV-03901,Germany,Adobe CC,Photoshop,Cloud,5,3
3902,DEV-03902,Germany,Microsoft 365,Excel,Cloud,1,0
3903,DEV-03903,UK,Zoom,Zoom Meetings,Cloud,3,2
3904,DEV-03904,UK,Microsoft 365,Teams,Cloud,1,0
3905,DEV-03905,Singapore,Oracle DB,Oracle 21c,Cloud,2,2
3906,DEV-03906,US,SQL Server,SQL 2019,Cloud,4,3
3907,DEV-03907,US,Adobe CC,Premiere Pro,On-Prem,4,2
3908,DEV-03908,India,Salesforce,CRM Cloud,Cloud,1,0
3909,DEV-03909,US,Adobe CC,Illustrator,On-Prem,2,0
3910,DEV-03910,Germany,Salesforce,CRM Cloud,On-Prem,5,0
3911,DEV-03911,UK,Microsoft 365,PowerPoint,Cloud,1,1
3912,DEV-03912,India,Zoom,Zoom Meetings,On-Prem,3,2
3913,DEV-03913,UK,Oracle DB,Oracle 21c,Cloud,2,0
3914,DEV-03914,Germany,Microsoft 365,Teams,Cloud,4,1
3915,DEV-03915,India,Adobe CC,Premiere Pro,On-Prem,1,0
3916,DEV-03916,India,Adobe CC,Photoshop,Cloud,3,2
3917,DEV-03917,UK,Oracle DB,Oracle 19c,Cloud,2,2
3918,DEV-03918,UK,Oracle DB,Oracle 21c,On-Prem,5,1
3919,DEV-03919,UK,Zoom,Zoom Meetings,Cloud,5,2
3920,DEV-03920,India,Adobe CC,Premiere Pro,On-Prem,2,2
3921,DEV-03921,Germany,Adobe CC,Photoshop,On-Prem,4,4
3922,DEV-03922,UK,Adobe CC,Premiere Pro,Cloud,2,2
3923,DEV-03923,US,Zoom,Zoom Meetings,On-Prem,3,3
3924,DEV-03924,US,Adobe CC,Photoshop,On-Prem,5,5
3925,DEV-03925,UK,Oracle DB,Oracle 19c,Cloud,5,3
3926,DEV-03926,India,Microsoft 365,Word,On-Prem,1,0
3927,DEV-03927,Germany,Salesforce,CRM Cloud,Cloud,3,1
3928,DEV-03928,US,Salesforce,CRM Cloud,On-Prem,3,3
3929,DEV-03929,UK,Adobe CC,Premiere Pro,Cloud,1,1
3930,DEV-03930,US,SQL Server,SQL 2019,Cloud,5,0
3931,DEV-03931,India,Oracle DB,Oracle 21c,Cloud,1,1
3932,DEV-03932,UK,Adobe CC,Premiere Pro,Cloud,3,3
3933,DEV-03933,India,Microsoft 365,PowerPoint,On-Prem,4,0
3934,DEV-03934,US,Microsoft 365,PowerPoint,Cloud,3,1
3935,DEV-03935,Singapore,Microsoft 365,Teams,Cloud,3,3
