Month,ResourceID,Cloud,Service,Region,InstanceSize,AvgCPUPercent,AvgMemPercent,OnDemandCost,DiscountedCost
2025-07,aw-0055,AWS,Cache,ap-south-1,small,19.1,14.4,66.85,53.15
2025-08,aw-0055,AWS,Cache,ap-south-1,small,16.2,21.4,65.51,54.49
2024-09,az-0056,Azure,Database,westus2,large,13.8,20.3,102.5,97.5
2024-10,az-0056,Azure,Database,westus2,large,17.1,14.1,104.75,95.25
2024-11,az-0056,Azure,Database,westus2,large,15.0,19.5,121.31,78.69
2024-12,az-0056,Azure,Database,westus2,large,21.2,11.7,109.77,90.23
2025-01,az-0056,Azure,Database,westus2,large,15.9,20.7,130.73,69.27
2025-02,az-0056,Azure,Database,westus2,large,24.0,21.2,121.83,78.17
2025-03,az-0056,Azure,Database,westus2,large,18.3,22.9,108.81,91.19
2025-04,az-0056,Azure,Database,westus2,large,22.2,9.7,87.96,112.04
2025-05,az-0056,Azure,Database,westus2,large,19.2,17.2,109.24,90.76
2025-06,az-0056,Azure,Database,westus2,large,17.3,7.9,128.59,71.41
2025-07,az-0056,Azure,Database,westus2,large,16.8,26.3,128.5,71.5
2025-08,az-0056,Azure,Database,westus2,large,12.3,7.4,97.83,102.17
2024-09,gc-0057,GCP,Compute/VM,asia-south1,small,5.9,14.6,70.94,49.06
2024-10,gc-0057,GCP,Compute/VM,asia-south1,small,8.5,6.7,74.14,45.86
2024-11,gc-0057,GCP,Compute/VM,asia-south1,small,7.4,6.3,63.69,56.31
2024-12,gc-0057,GCP,Compute/VM,asia-south1,small,9.2,8.1,62.2,57.8
2025-01,gc-0057,GCP,Compute/VM,asia-south1,small,12.9,5.0,63.44,56.56
2025-02,gc-0057,GCP,Compute/VM,asia-south1,small,8.4,5.0,68.7,51.3
2025-03,gc-0057,GCP,Compute/VM,asia-south1,small,7.7,4.6,69.61,50.39
2025-04,gc-0057,GCP,Compute/VM,asia-south1,small,10.0,16.6,64.83,55.17
2025-05,gc-0057,GCP,Compute/VM,asia-south1,small,3.5,3.0,70.48,49.52
2025-06,gc-0057,GCP,Compute/VM,asia-south1,small,5.8,9.3,49.55,70.45
2025-07,gc-0057,GCP,Compute/VM,asia-south1,small,10.5,5.8,68.25,51.75
2025-08,gc-0057,GCP,Compute/VM,asia-south1,small,9.9,10.0,62.6,57.4
2024-09,gc-0058,GCP,Compute/VM,us-central1,small,40.4,53.0,79.61,40.39
2024-10,gc-0058,GCP,Compute/VM,us-central1,small,27.8,55.4,64.7,55.3
2024-11,gc-0058,GCP,Compute/VM,us-central1,small,32.6,48.2,67.06,52.94
2024-12,gc-0058,GCP,Compute/VM,us-central1,small,39.2,54.2,70.93,49.07
2025-01,gc-0058,GCP,Compute/VM,us-central1,small,39.2,46.4,70.8,49.2
2025-02,gc-0058,GCP,Compute/VM,us-central1,small,38.5,42.5,61.28,58.72
2025-03,gc-0058,GCP,Compute/VM,us-central1,small,37.9,47.7,66.67,53.33
2025-04,gc-0058,GCP,Compute/VM,us-central1,small,41.3,47.1,72.84,47.16
2025-05,gc-0058,GCP,Compute/VM,us-central1,small,34.8,54.4,52.38,67.62
2025-06,gc-0058,GCP,Compute/VM,us-central1,small,38.6,46.5,70.23,49.77
2025-07,gc-0058,GCP,Compute/VM,us-central1,small,33.9,49.3,53.11,66.89
2025-08,gc-0058,GCP,Compute/VM,us-central1,small,33.1,39.8,54.48,65.52
2024-09,az-0059,Azure,Cache,southeastasia,small,18.9,32.6,72.85,47.15
2024-10,az-0059,Azure,Cache,southeastasia,small,21.0,34.4,67.79,52.21
2024-11,az-0059,Azure,Cache,southeastasia,small,25.5,41.4,76.92,43.08
2024-12,az-0059,Azure,Cache,southeastasia,small,23.0,32.1,57.56,62.44
2025-01,az-0059,Azure,Cache,southeastasia,small,22.3,33.8,79.97,40.03
2025-02,az-0059,Azure,Cache,southeastasia,small,23.5,35.2,73.94,46.06
2025-03,az-0059,Azure,Cache,southeastasia,small,23.8,34.2,73.26,46.74
2025-04,az-0059,Azure,Cache,southeastasia,small,17.5,33.2,62.52,57.48
2025-05,az-0059,Azure,Cache,southeastasia,small,22.3,28.8,71.38,48.62
2025-06,az-0059,Azure,Cache,southeastasia,small,19.2,29.7,53.44,66.56
2025-07,az-0059,Azure,Cache,southeastasia,small,24.1,30.0,70.73,49.27
2025-08,az-0059,Azure,Cache,southeastasia,small,20.4,25.0,74.74,45.26
2024-09,az-0060,Azure,Database,southeastasia,small,30.4,32.3,65.58,54.42
2024-10,az-0060,Azure,Database,southeastasia,small,31.1,24.8,58.48,61.52
2024-11,az-0060,Azure,Database,southeastasia,small,36.4,33.9,71.11,48.89
2024-12,az-0060,Azure,Database,southeastasia,small,36.5,31.6,70.22,49.78
2025-01,az-0060,Azure,Database,southeastasia,small,34.8,35.0,76.02,43.98
2025-02,az-0060,Azure,Database,southeastasia,small,34.1,33.2,61.01,58.99
2025-03,az-0060,Azure,Database,southeastasia,small,34.1,20.5,71.17,48.83
2025-04,az-0060,Azure,Database,southeastasia,small,34.3,25.9,73.51,46.49
2025-05,az-0060,Azure,Database,southeastasia,small,33.7,33.7,79.19,40.81
2025-06,az-0060,Azure,Database,southeastasia,small,30.6,38.3,53.39,66.61
2025-07,az-0060,Azure,Database,southeastasia,small,33.5,24.2,70.68,49.32
2025-08,az-0060,Azure,Database,southeastasia,small,27.8,21.7,74.07,45.93
2024-09,aw-0061,AWS,Database,ap-south-1,2xlarge,2.0,26.5,147.63,132.37
2024-10,aw-0061,AWS,Database,ap-south-1,2xlarge,6.0,39.4,152.2,127.8
2024-11,aw-0061,AWS,Database,ap-south-1,2xlarge,3.0,34.6,186.16,93.84
2024-12,aw-0061,AWS,Database,ap-south-1,2xlarge,4.8,36.2,185.2,94.8
2025-01,aw-0061,AWS,Database,ap-south-1,2xlarge,6.7,43.3,136.71,143.29
2025-02,aw-0061,AWS,Database,ap-south-1,2xlarge,8.2,36.2,150.78,129.22
2025-03,aw-0061,AWS,Database,ap-south-1,2xlarge,2.0,40.2,133.15,146.85
2025-04,aw-0061,AWS,Database,ap-south-1,2xlarge,6.0,34.2,153.01,126.99
2025-05,aw-0061,AWS,Database,ap-south-1,2xlarge,8.4,34.5,148.64,131.36
2025-06,aw-0061,AWS,Database,ap-south-1,2xlarge,9.0,26.1,155.41,124.59
2025-07,aw-0061,AWS,Database,ap-south-1,2xlarge,11.9,29.2,140.36,139.64
2025-08,aw-0061,AWS,Database,ap-south-1,2xlarge,5.7,26.4,152.76,127.24
2024-09,aw-0062,AWS,Storage,ap-south-1,large,14.0,28.5,116.44,83.56
2024-10,aw-0062,AWS,Storage,ap-south-1,large,19.4,34.2,98.83,101.17
2024-11,aw-0062,AWS,Storage,ap-south-1,large,14.8,37.1,131.01,68.99
2024-12,aw-0062,AWS,Storage,ap-south-1,large,16.5,35.1,110.99,89.01
2025-01,aw-0062,AWS,Storage,ap-south-1,large,12.0,27.6,97.56,102.44
2025-02,aw-0062,AWS,Storage,ap-south-1,large,16.3,31.6,119.92,80.08
2025-03,aw-0062,AWS,Storage,ap-south-1,large,10.5,33.1,119.63,80.37
2025-04,aw-0062,AWS,Storage,ap-south-1,large,14.3,28.9,126.27,73.73
2025-05,aw-0062,AWS,Storage,ap-south-1,large,14.3,29.4,92.8,107.2
2025-06,aw-0062,AWS,Storage,ap-south-1,large,14.9,25.5,123.15,76.85
2025-07,aw-0062,AWS,Storage,ap-south-1,large,11.1,31.0,108.76,91.24
2025-08,aw-0062,AWS,Storage,ap-south-1,large,9.7,20.9,120.0,80.0
2024-09,az-0063,Azure,Database,southeastasia,small,11.7,47.8,81.52,38.48
2024-10,az-0063,Azure,Database,southeastasia,small,8.5,46.2,70.43,49.57
2024-11,az-0063,Azure,Database,southeastasia,small,7.9,45.9,62.84,57.16
2024-12,az-0063,Azure,Database,southeastasia,small,9.9,39.1,64.14,55.86
2025-01,az-0063,Azure,Database,southeastasia,small,7.6,35.9,71.06,48.94
2025-02,az-0063,Azure,Database,southeastasia,small,6.6,46.0,62.54,57.46
2025-03,az-0063,Azure,Database,southeastasia,small,18.8,41.3,78.05,41.95
2025-04,az-0063,Azure,Database,southeastasia,small,15.7,42.7,69.37,50.63
2025-05,az-0063,Azure,Database,southeastasia,small,6.7,36.3,57.21,62.79
2025-06,az-0063,Azure,Database,southeastasia,small,6.8,34.9,74.79,45.21
2025-07,az-0063,Azure,Database,southeastasia,small,16.7,43.1,75.54,44.46
2025-08,az-0063,Azure,Database,southeastasia,small,15.3,43.7,67.52,52.48
2024-09,aw-0064,AWS,Cache,us-east-1,small,9.1,24.3,68.81,51.19
2024-10,aw-0064,AWS,Cache,us-east-1,small,12.8,33.0,73.43,46.57
2024-11,aw-0064,AWS,Cache,us-east-1,small,14.4,30.8,50.98,69.02
2024-12,aw-0064,AWS,Cache,us-east-1,small,17.1,35.5,74.7,45.3
2025-01,aw-0064,AWS,Cache,us-east-1,small,10.6,26.1,70.76,49.24
2025-02,aw-0064,AWS,Cache,us-east-1,small,11.8,35.2,63.01,56.99
2025-03,aw-0064,AWS,Cache,us-east-1,small,16.3,25.5,66.41,53.59
2025-04,aw-0064,AWS,Cache,us-east-1,small,9.1,27.3,72.74,47.26
2025-05,aw-0064,AWS,Cache,us-east-1,small,11.5,24.4,58.82,61.18
2025-06,aw-0064,AWS,Cache,us-east-1,small,14.3,26.9,68.85,51.15
2025-07,aw-0064,AWS,Cache,us-east-1,small,10.6,26.5,79.24,40.76
2025-08,aw-0064,AWS,Cache,us-east-1,small,9.7,26.8,71.0,49.0
2024-09,gc-0065,GCP,Cache,us-central1,medium,44.8,31.0,96.5,63.5
2024-10,gc-0065,GCP,Cache,us-central1,medium,40.2,31.3,93.36,66.64
2024-11,gc-0065,GCP,Cache,us-central1,medium,45.8,31.8,90.65,69.35
2024-12,gc-0065,GCP,Cache,us-central1,medium,47.2,22.0,89.04,70.96
2025-01,gc-0065,GCP,Cache,us-central1,medium,44.3,24.4,88.6,71.4
2025-02,gc-0065,GCP,Cache,us-central1,medium,49.8,38.7,103.95,56.05
2025-03,gc-0065,GCP,Cache,us-central1,medium,43.6,23.7,84.4,75.6
2025-04,gc-0065,GCP,Cache,us-central1,medium,48.2,27.6,100.61,59.39
2025-05,gc-0065,GCP,Cache,us-central1,medium,40.0,26.1,96.46,63.54
2025-06,gc-0065,GCP,Cache,us-central1,medium,47.2,21.1,97.31,62.69
2025-07,gc-0065,GCP,Cache,us-central1,medium,43.8,22.4,76.27,83.73
2025-08,gc-0065,GCP,Cache,us-central1,medium,42.2,26.7,73.18,86.82
2024-09,aw-0066,AWS,Storage,eu-west-1,nano,22.6,24.3,18.59,21.41
2024-10,aw-0066,AWS,Storage,eu-west-1,nano,32.0,22.4,26.81,13.19
2024-11,aw-0066,AWS,Storage,eu-west-1,nano,23.4,22.0,17.86,22.14
2024-12,aw-0066,AWS,Storage,eu-west-1,nano,27.0,20.7,25.35,14.65
2025-01,aw-0066,AWS,Storage,eu-west-1,nano,28.4,19.4,24.36,15.64
2025-02,aw-0066,AWS,Storage,eu-west-1,nano,30.1,19.9,24.32,15.68
2025-03,aw-0066,AWS,Storage,eu-west-1,nano,27.9,24.7,20.98,19.02
2025-04,aw-0066,AWS,Storage,eu-west-1,nano,23.9,16.0,18.75,21.25
2025-05,aw-0066,AWS,Storage,eu-west-1,nano,25.6,26.1,23.68,16.32
2025-06,aw-0066,AWS,Storage,eu-west-1,nano,25.8,18.3,21.79,18.21
2025-07,aw-0066,AWS,Storage,eu-west-1,nano,24.3,27.1,23.01,16.99
2025-08,aw-0066,AWS,Storage,eu-west-1,nano,21.6,23.5,20.31,19.69
2024-09,az-0067,Azure,Cache,westus2,xlarge,18.3,30.0,129.68,110.32
2024-10,az-0067,Azure,Cache,westus2,xlarge,22.9,26.3,146.23,93.77
2024-11,az-0067,Azure,Cache,westus2,xlarge,24.1,28.6,151.06,88.94
2024-12,az-0067,Azure,Cache,westus2,xlarge,26.4,30.4,138.35,101.65
2025-01,az-0067,Azure,Cache,westus2,xlarge,23.2,26.3,140.36,99.64
2025-02,az-0067,Azure,Cache,westus2,xlarge,25.4,19.5,136.16,103.84
2025-03,az-0067,Azure,Cache,westus2,xlarge,27.1,26.3,134.23,105.77
2025-04,az-0067,Azure,Cache,westus2,xlarge,18.1,20.9,139.43,100.57
2025-05,az-0067,Azure,Cache,westus2,xlarge,23.9,26.2,134.78,105.22
2025-06,az-0067,Azure,Cache,westus2,xlarge,22.1,17.3,141.8,98.2
2025-07,az-0067,Azure,Cache,westus2,xlarge,23.9,24.4,100.96,139.04
2025-08,az-0067,Azure,Cache,westus2,xlarge,21.1,22.1,131.43,108.57
2024-09,az-0068,Azure,Cache,southeastasia,large,21.0,29.1,111.45,88.55
2024-10,az-0068,Azure,Cache,southeastasia,large,28.0,22.8,113.7,86.3
2024-11,az-0068,Azure,Cache,southeastasia,large,29.2,32.6,112.16,87.84
2024-12,az-0068,Azure,Cache,southeastasia,large,31.9,29.3,112.49,87.51
2025-01,az-0068,Azure,Cache,southeastasia,large,30.4,23.7,101.35,98.65
2025-02,az-0068,Azure,Cache,southeastasia,large,26.2,33.3,90.66,109.34
2025-03,az-0068,Azure,Cache,southeastasia,large,29.3,26.6,109.68,90.32
2025-04,az-0068,Azure,Cache,southeastasia,large,24.6,17.0,87.32,112.68
2025-05,az-0068,Azure,Cache,southeastasia,large,26.1,24.6,129.93,70.07
2025-06,az-0068,Azure,Cache,southeastasia,large,24.9,30.9,126.8,73.2
2025-07,az-0068,Azure,Cache,southeastasia,large,23.0,22.0,112.53,87.47
2025-08,az-0068,Azure,Cache,southeastasia,large,23.7,32.1,95.17,104.83
2024-09,gc-0069,GCP,Cache,us-west1,xlarge,11.6,29.2,130.28,109.72
2024-10,gc-0069,GCP,Cache,us-west1,xlarge,20.2,32.3,152.74,87.26
2024-11,gc-0069,GCP,Cache,us-west1,xlarge,15.9,26.0,155.86,84.14
2024-12,gc-0069,GCP,Cache,us-west1,xlarge,14.6,30.6,149.46,90.54
2025-01,gc-0069,GCP,Cache,us-west1,xlarge,16.5,31.7,130.76,109.24
2025-02,gc-0069,GCP,Cache,us-west1,xlarge,20.2,25.2,145.5,94.5
2025-03,gc-0069,GCP,Cache,us-west1,xlarge,20.7,32.9,165.9,74.1
2025-04,gc-0069,GCP,Cache,us-west1,xlarge,15.4,27.1,145.95,94.05
2025-05,gc-0069,GCP,Cache,us-west1,xlarge,14.5,32.0,141.6,98.4
2025-06,gc-0069,GCP,Cache,us-west1,xlarge,17.4,25.9,144.58,95.42
2025-07,gc-0069,GCP,Cache,us-west1,xlarge,13.5,23.0,132.24,107.76
2025-08,gc-0069,GCP,Cache,us-west1,xlarge,21.5,27.1,163.01,76.99
2024-09,az-0070,Azure,Cache,westeurope,nano,21.6,26.3,26.34,13.66
2024-10,az-0070,Azure,Cache,westeurope,nano,24.1,31.5,22.07,17.93
2024-11,az-0070,Azure,Cache,westeurope,nano,24.3,22.2,21.28,18.72
2024-12,az-0070,Azure,Cache,westeurope,nano,23.1,26.6,21.71,18.29
2025-01,az-0070,Azure,Cache,westeurope,nano,24.5,21.2,23.07,16.93
2025-02,az-0070,Azure,Cache,westeurope,nano,24.5,21.0,26.83,13.17
2025-03,az-0070,Azure,Cache,westeurope,nano,31.9,12.9,22.79,17.21
2025-04,az-0070,Azure,Cache,westeurope,nano,33.5,25.6,25.4,14.6
2025-05,az-0070,Azure,Cache,westeurope,nano,24.0,26.4,20.69,19.31
2025-06,az-0070,Azure,Cache,westeurope,nano,24.5,25.6,19.92,20.08
2025-07,az-0070,Azure,Cache,westeurope,nano,24.7,17.9,21.29,18.71
2025-08,az-0070,Azure,Cache,westeurope,nano,29.1,25.6,23.83,16.17
2024-09,aw-0071,AWS,Compute/VM,us-east-1,medium,39.5,38.6,84.97,75.03
2024-10,aw-0071,AWS,Compute/VM,us-east-1,medium,34.7,34.1,94.84,65.16
2024-11,aw-0071,AWS,Compute/VM,us-east-1,medium,40.6,25.8,107.38,52.62
2024-12,aw-0071,AWS,Compute/VM,us-east-1,medium,39.4,32.4,99.81,60.19
2025-01,aw-0071,AWS,Compute/VM,us-east-1,medium,41.0,34.3,100.84,59.16
2025-02,aw-0071,AWS,Compute/VM,us-east-1,medium,37.7,29.6,94.68,65.32
2025-03,aw-0071,AWS,Compute/VM,us-east-1,medium,41.1,27.8,87.11,72.89
2025-04,aw-0071,AWS,Compute/VM,us-east-1,medium,41.9,30.8,80.5,79.5
2025-05,aw-0071,AWS,Compute/VM,us-east-1,medium,34.0,27.4,103.18,56.82
2025-06,aw-0071,AWS,Compute/VM,us-east-1,medium,43.7,30.6,78.2,81.8
2025-07,aw-0071,AWS,Compute/VM,us-east-1,medium,44.3,20.1,78.08,81.92
2025-08,aw-0071,AWS,Compute/VM,us-east-1,medium,33.4,26.1,86.99,73.01
2024-09,gc-0072,GCP,Storage,us-west1,medium,24.9,37.8,84.93,75.07
2024-10,gc-0072,GCP,Storage,us-west1,medium,20.6,33.2,106.2,53.8
2024-11,gc-0072,GCP,Storage,us-west1,medium,23.4,32.7,94.97,65.03
2024-12,gc-0072,GCP,Storage,us-west1,medium,20.9,38.4,95.18,64.82
2025-01,gc-0072,GCP,Storage,us-west1,medium,23.0,33.2,78.89,81.11
2025-02,gc-0072,GCP,Storage,us-west1,medium,24.7,40.6,92.47,67.53
2025-03,gc-0072,GCP,Storage,us-west1,medium,21.4,33.3,92.71,67.29
2025-04,gc-0072,GCP,Storage,us-west1,medium,23.3,31.8,87.27,72.73
2025-05,gc-0072,GCP,Storage,us-west1,medium,17.2,32.0,93.69,66.31
2025-06,gc-0072,GCP,Storage,us-west1,medium,21.6,33.4,77.44,82.56
2025-07,gc-0072,GCP,Storage,us-west1,medium,24.6,30.4,95.55,64.45
2025-08,gc-0072,GCP,Storage,us-west1,medium,20.5,25.6,81.39,78.61
2024-09,gc-0073,GCP,Compute/VM,asia-south1,large,27.2,34.3,112.78,87.22
2024-10,gc-0073,GCP,Compute/VM,asia-south1,large,23.4,28.1,94.7,105.3
2024-11,gc-0073,GCP,Compute/VM,asia-south1,large,26.4,30.4,100.68,99.32
2024-12,gc-0073,GCP,Compute/VM,asia-south1,large,29.3,32.2,107.97,92.03
2025-01,gc-0073,GCP,Compute/VM,asia-south1,large,29.5,31.8,109.81,90.19
2025-02,gc-0073,GCP,Compute/VM,asia-south1,large,27.4,28.5,130.91,69.09
2025-03,gc-0073,GCP,Compute/VM,asia-south1,large,27.0,26.5,132.37,67.63
2025-04,gc-0073,GCP,Compute/VM,asia-south1,large,29.4,30.4,101.32,98.68
2025-05,gc-0073,GCP,Compute/VM,asia-south1,large,23.9,26.8,81.22,118.78
2025-06,gc-0073,GCP,Compute/VM,asia-south1,large,26.1,27.9,102.23,97.77
2025-07,gc-0073,GCP,Compute/VM,asia-south1,large,22.7,26.7,121.1,78.9
2025-08,gc-0073,GCP,Compute/VM,asia-south1,large,18.7,26.9,98.99,101.01
2024-09,aw-0074,AWS,Cache,eu-west-1,micro,12.6,18.8,35.82,44.18
2024-10,aw-0074,AWS,Cache,eu-west-1,micro,4.6,24.9,47.46,32.54
2024-11,aw-0074,AWS,Cache,eu-west-1,micro,12.2,27.9,52.82,27.18
2024-12,aw-0074,AWS,Cache,eu-west-1,micro,9.8,21.4,53.12,26.88
2025-01,aw-0074,AWS,Cache,eu-west-1,micro,12.7,21.8,46.37,33.63
2025-02,aw-0074,AWS,Cache,eu-west-1,micro,8.4,20.2,50.8,29.2
2025-03,aw-0074,AWS,Cache,eu-west-1,micro,7.2,18.3,47.83,32.17
2025-04,aw-0074,AWS,Cache,eu-west-1,micro,16.8,20.0,49.76,30.24
2025-05,aw-0074,AWS,Cache,eu-west-1,micro,10.6,14.9,46.63,33.37
2025-06,aw-0074,AWS,Cache,eu-west-1,micro,16.0,14.0,40.77,39.23
2025-07,aw-0074,AWS,Cache,eu-west-1,micro,17.9,20.0,40.44,39.56
2025-08,aw-0074,AWS,Cache,eu-west-1,micro,10.5,17.0,42.95,37.05
2024-09,gc-0075,GCP,Compute/VM,asia-south1,large,19.2,31.6,95.79,104.21
2024-10,gc-0075,GCP,Compute/VM,asia-south1,large,23.8,35.9,115.28,84.72
2024-11,gc-0075,GCP,Compute/VM,asia-south1,large,25.7,35.0,125.67,74.33
2024-12,gc-0075,GCP,Compute/VM,asia-south1,large,27.0,29.9,106.0,94.0
2025-01,gc-0075,GCP,Compute/VM,asia-south1,large,21.5,31.0,136.64,63.36
2025-02,gc-0075,GCP,Compute/VM,asia-south1,large,24.2,24.4,113.76,86.24
2025-03,gc-0075,GCP,Compute/VM,asia-south1,large,25.0,34.2,116.38,83.62
2025-04,gc-0075,GCP,Compute/VM,asia-south1,large,20.2,21.4,110.16,89.84
2025-05,gc-0075,GCP,Compute/VM,asia-south1,large,18.0,33.9,98.01,101.99
2025-06,gc-0075,GCP,Compute/VM,asia-south1,large,17.8,25.6,119.03,80.97
2025-07,gc-0075,GCP,Compute/VM,asia-south1,large,21.8,31.9,124.04,75.96
2025-08,gc-0075,GCP,Compute/VM,asia-south1,large,19.9,24.9,129.41,70.59
2024-09,gc-0076,GCP,Cache,us-central1,small,29.9,46.0,68.36,51.64
2024-10,gc-0076,GCP,Cache,us-central1,small,32.3,42.9,81.4,38.6
2024-11,gc-0076,GCP,Cache,us-central1,small,23.8,45.1,73.92,46.08
2024-12,gc-0076,GCP,Cache,us-central1,small,21.7,47.5,54.34,65.66
2025-01,gc-0076,GCP,Cache,us-central1,small,25.8,48.9,58.91,61.09
2025-02,gc-0076,GCP,Cache,us-central1,small,26.4,46.4,71.57,48.43
2025-03,gc-0076,GCP,Cache,us-central1,small,29.1,48.0,66.07,53.93
2025-04,gc-0076,GCP,Cache,us-central1,small,29.5,35.6,67.19,52.81
2025-05,gc-0076,GCP,Cache,us-central1,small,24.1,38.4,54.56,65.44
2025-06,gc-0076,GCP,Cache,us-central1,small,25.4,38.4,71.35,48.65
2025-07,gc-0076,GCP,Cache,us-central1,small,21.9,40.8,72.65,47.35
2025-08,gc-0076,GCP,Cache,us-central1,small,22.2,39.0,59.99,60.01
2024-09,gc-0077,GCP,Storage,us-west1,xlarge,19.0,26.8,152.88,87.12
2024-10,gc-0077,GCP,Storage,us-west1,xlarge,17.0,32.1,143.13,96.87
2024-11,gc-0077,GCP,Storage,us-west1,xlarge,19.3,27.1,111.58,128.42
2024-12,gc-0077,GCP,Storage,us-west1,xlarge,17.3,28.0,125.88,114.12
2025-01,gc-0077,GCP,Storage,us-west1,xlarge,19.3,24.8,138.94,101.06
2025-02,gc-0077,GCP,Storage,us-west1,xlarge,23.3,22.5,146.36,93.64
2025-03,gc-0077,GCP,Storage,us-west1,xlarge,19.4,24.1,133.58,106.42
2025-04,gc-0077,GCP,Storage,us-west1,xlarge,14.8,24.7,130.66,109.34
2025-05,gc-0077,GCP,Storage,us-west1,xlarge,17.3,31.5,125.12,114.88
2025-06,gc-0077,GCP,Storage,us-west1,xlarge,19.8,18.6,164.41,75.59
2025-07,gc-0077,GCP,Storage,us-west1,xlarge,15.5,26.9,133.7,106.3
2025-08,gc-0077,GCP,Storage,us-west1,xlarge,12.2,21.9,114.38,125.62
2024-09,aw-0078,AWS,Cache,eu-west-1,micro,16.7,51.1,32.64,47.36
2024-10,aw-0078,AWS,Cache,eu-west-1,micro,15.7,50.8,47.06,32.94
2024-11,aw-0078,AWS,Cache,eu-west-1,micro,13.9,50.8,41.38,38.62
2024-12,aw-0078,AWS,Cache,eu-west-1,micro,20.1,41.3,50.14,29.86
2025-01,aw-0078,AWS,Cache,eu-west-1,micro,18.6,42.3,43.55,36.45
2025-02,aw-0078,AWS,Cache,eu-west-1,micro,19.7,43.4,49.51,30.49
2025-03,aw-0078,AWS,Cache,eu-west-1,micro,16.1,37.6,44.93,35.07
2025-04,aw-0078,AWS,Cache,eu-west-1,micro,12.7,45.8,46.75,33.25
2025-05,aw-0078,AWS,Cache,eu-west-1,micro,23.0,40.0,51.36,28.64
2025-06,aw-0078,AWS,Cache,eu-west-1,micro,18.5,43.6,42.13,37.87
2025-07,aw-0078,AWS,Cache,eu-west-1,micro,16.0,39.0,49.91,30.09
2025-08,aw-0078,AWS,Cache,eu-west-1,micro,16.6,40.2,45.44,34.56
2024-09,az-0079,Azure,Cache,southeastasia,nano,31.5,29.2,23.45,16.55
2024-10,az-0079,Azure,Cache,southeastasia,nano,33.2,28.8,17.96,22.04
2024-11,az-0079,Azure,Cache,southeastasia,nano,36.4,34.0,22.22,17.78
2024-12,az-0079,Azure,Cache,southeastasia,nano,38.8,30.4,27.49,12.51
2025-01,az-0079,Azure,Cache,southeastasia,nano,36.9,27.5,25.84,14.16
2025-02,az-0079,Azure,Cache,southeastasia,nano,41.2,33.4,22.77,17.23
2025-03,az-0079,Azure,Cache,southeastasia,nano,41.5,30.3,20.14,19.86
2025-04,az-0079,Azure,Cache,southeastasia,nano,37.6,33.8,22.04,17.96
2025-05,az-0079,Azure,Cache,southeastasia,nano,33.7,29.6,22.89,17.11
2025-06,az-0079,Azure,Cache,southeastasia,nano,35.6,23.8,24.95,15.05
2025-07,az-0079,Azure,Cache,southeastasia,nano,35.5,36.0,24.21,15.79
2025-08,az-0079,Azure,Cache,southeastasia,nano,33.9,25.8,26.28,13.72
2024-09,gc-0080,GCP,Compute/VM,asia-south1,xlarge,4.4,3.0,135.98,104.02
2024-10,gc-0080,GCP,Compute/VM,asia-south1,xlarge,5.7,9.4,105.2,134.8
2024-11,gc-0080,GCP,Compute/VM,asia-south1,xlarge,9.8,7.0,132.21,107.79
2024-12,gc-0080,GCP,Compute/VM,asia-south1,xlarge,7.3,7.5,157.68,82.32
2025-01,gc-0080,GCP,Compute/VM,asia-south1,xlarge,5.0,11.7,125.26,114.74
2025-02,gc-0080,GCP,Compute/VM,asia-south1,xlarge,8.9,3.0,120.91,119.09
2025-03,gc-0080,GCP,Compute/VM,asia-south1,xlarge,8.3,3.0,148.67,91.33
2025-04,gc-0080,GCP,Compute/VM,asia-south1,xlarge,6.3,3.0,137.65,102.35
2025-05,gc-0080,GCP,Compute/VM,asia-south1,xlarge,13.0,8.5,154.61,85.39
2025-06,gc-0080,GCP,Compute/VM,asia-south1,xlarge,11.0,3.0,122.43,117.57
2025-07,gc-0080,GCP,Compute/VM,asia-south1,xlarge,8.3,3.8,127.88,112.12
2025-08,gc-0080,GCP,Compute/VM,asia-south1,xlarge,7.0,3.0,132.76,107.24
2024-09,aw-0081,AWS,Database,us-east-1,small,21.9,37.4,72.51,47.49
2024-10,aw-0081,AWS,Database,us-east-1,small,19.1,26.8,69.75,50.25
2024-11,aw-0081,AWS,Database,us-east-1,small,19.0,28.1,63.48,56.52
2024-12,aw-0081,AWS,Database,us-east-1,small,18.0,30.9,66.25,53.75
2025-01,aw-0081,AWS,Database,us-east-1,small,24.2,31.4,75.32,44.68
2025-02,aw-0081,AWS,Database,us-east-1,small,25.7,30.8,57.61,62.39
2025-03,aw-0081,AWS,Database,us-east-1,small,25.8,30.5,70.47,49.53
2025-04,aw-0081,AWS,Database,us-east-1,small,22.6,26.9,66.25,53.75
2025-05,aw-0081,AWS,Database,us-east-1,small,22.2,23.7,65.48,54.52
2025-06,aw-0081,AWS,Database,us-east-1,small,22.8,30.0,68.79,51.21
2025-07,aw-0081,AWS,Database,us-east-1,small,20.4,27.0,77.63,42.37
2025-08,aw-0081,AWS,Database,us-east-1,small,19.7,28.7,74.32,45.68
2024-09,gc-0082,GCP,Database,us-west1,small,30.9,31.5,63.46,56.54
2024-10,gc-0082,GCP,Database,us-west1,small,30.2,36.4,64.68,55.32
2024-11,gc-0082,GCP,Database,us-west1,small,25.7,32.4,73.22,46.78
