EmployeeID,DeviceID,Location,Department,Vendor,Product,DeploymentType,LicenseType,Edition,ProductVersion,EntitledLicenses,ActualUsage,LastUsedDays,IsEOL,KnownVulns,DaysSincePatch,CostPerLicense,ContractEndDate
1155,DEV-01155,India,Finance,Adobe CC,Photoshop,On-Prem,Perpetual,Single App,24.0,1,1,90,0,0,60,25,2026-04-26
1156,DEV-01156,UK,Finance,SQL Server,SQL 2022,On-Prem,Perpetual,Enterprise,16.0.12,2,0,0,0,0,7,300,2026-05-14
1157,DEV-01157,US,Finance,Oracle DB,Oracle 19c,On-Prem,SaaS,Standard,19.13,2,0,180,0,0,90,500,2026-01-24
1158,DEV-01158,US,HR,Zoom,Zoom Meetings,Cloud,Subscription,Business,5.17,1,1,7,0,0,30,12,2026-04-27
1159,DEV-01159,Singapore,Finance,Microsoft 365,Excel,On-Prem,SaaS,Standard,16.2,4,7,7,0,1,90,15,2026-04-03
1160,DEV-01160,Singapore,HR,SQL Server,SQL 2019,On-Prem,Perpetual,Standard,15.0.45,3,3,60,0,0,15,300,2026-01-08
1161,DEV-01161,Singapore,Engineering,Oracle DB,Oracle 19c,Cloud,Subscription,Enterprise,19.13,3,3,180,0,0,60,500,2026-08-26
1162,DEV-01162,Singapore,Sales,Adobe CC,Photoshop,On-Prem,SaaS,All Apps,24.0,2,2,60,0,0,120,25,2026-02-26
1163,DEV-01163,US,Engineering,Oracle DB,Oracle 21c,On-Prem,Perpetual,Standard,21.4,2,1,7,1,0,7,500,2025-12-28
1164,DEV-01164,UK,Marketing,SQL Server,SQL 2022,Cloud,Subscription,Enterprise,16.0.10,4,4,15,0,0,15,300,2026-02-01
1165,DEV-01165,India,Finance,Microsoft 365,Word,On-Prem,SaaS,E3,16.0,3,1,90,0,1,15,15,2026-04-03
1166,DEV-01166,US,Marketing,SQL Server,SQL 2022,On-Prem,Subscription,Enterprise,16.0.10,3,0,120,0,0,7,300,2026-02-08
1167,DEV-01167,Germany,Marketing,Microsoft 365,Word,Cloud,SaaS,Basic,16.0,1,1,0,0,0,7,15,2026-07-20
1168,DEV-01168,Singapore,Engineering,Oracle DB,Oracle 19c,Cloud,SaaS,Standard,19.13,1,1,180,1,0,30,500,2026-06-08
1169,DEV-01169,Germany,Support,SQL Server,SQL 2019,On-Prem,Perpetual,Standard,15.0.43,3,3,0,0,0,30,300,2026-02-10
1170,DEV-01170,India,Engineering,Adobe CC,Photoshop,Cloud,SaaS,Single App,25.0,5,3,60,0,0,30,25,2025-10-21
1171,DEV-01171,UK,Operations,Microsoft 365,PowerPoint,Cloud,Subscription,Standard,16.1,3,1,120,0,0,60,15,2026-08-20
1172,DEV-01172,UK,Sales,Adobe CC,Premiere Pro,Cloud,Subscription,All Apps,24.0,3,3,0,0,0,15,25,2026-04-23
1173,DEV-01173,UK,Sales,Microsoft 365,PowerPoint,On-Prem,Subscription,E3,16.2,4,4,30,0,0,15,15,2025-12-20
1174,DEV-01174,India,Operations,Zoom,Zoom Meetings,Cloud,Perpetual,Business,5.16,5,1,90,0,1,15,12,2026-04-17
1175,DEV-01175,India,Sales,Microsoft 365,Word,On-Prem,Perpetual,Basic,16.1,5,1,60,0,0,7,15,2026-03-17
1176,DEV-01176,Germany,Finance,Oracle DB,Oracle 21c,Cloud,Perpetual,Enterprise,21.3,5,3,0,0,0,15,500,2025-11-20
1177,DEV-01177,US,Support,Adobe CC,Premiere Pro,On-Prem,Perpetual,Single App,23.0,4,0,90,0,0,60,25,2026-03-02
1178,DEV-01178,US,Sales,Oracle DB,Oracle 19c,On-Prem,SaaS,Standard,19.13,1,0,30,0,0,30,500,2025-11-02
1179,DEV-01179,India,Engineering,SQL Server,SQL 2019,Cloud,Subscription,Enterprise,15.0.43,5,3,7,0,0,15,300,2026-03-01
1180,DEV-01180,Germany,Support,Salesforce,CRM Cloud,Cloud,SaaS,Enterprise,Spring'25,3,6,0,0,0,30,120,2026-04-11
1181,DEV-01181,Singapore,Finance,SQL Server,SQL 2022,Cloud,SaaS,Enterprise,16.0.10,4,0,120,0,0,60,300,2026-07-02
1182,DEV-01182,India,Finance,Adobe CC,Premiere Pro,On-Prem,Subscription,All Apps,24.0,2,1,30,1,1,30,25,2026-03-04
1183,DEV-01183,Singapore,Support,Adobe CC,Premiere Pro,Cloud,SaaS,Single App,23.0,5,0,30,0,1,15,25,2026-05-12
1184,DEV-01184,India,HR,SQL Server,SQL 2022,Cloud,Perpetual,Standard,16.0.12,5,4,0,0,1,7,300,2026-05-16
1185,DEV-01185,UK,HR,Microsoft 365,PowerPoint,Cloud,Subscription,Basic,16.2,2,0,30,0,0,7,15,2026-06-02
1186,DEV-01186,US,IT,SQL Server,SQL 2019,Cloud,SaaS,Enterprise,15.0.43,2,2,180,0,0,7,300,2026-06-06
1187,DEV-01187,US,Support,Salesforce,CRM Cloud,On-Prem,SaaS,Professional,Summer'25,5,3,30,0,0,7,120,2026-05-05
1188,DEV-01188,India,Operations,Salesforce,CRM Cloud,Cloud,Subscription,Professional,Spring'25,4,3,30,1,0,7,120,2025-11-10
1189,DEV-01189,UK,Operations,SQL Server,SQL 2022,On-Prem,SaaS,Standard,16.0.10,2,3,0,0,0,15,300,2026-05-13
1190,DEV-01190,Singapore,Operations,Zoom,Zoom Meetings,Cloud,SaaS,Business,5.16,5,4,120,1,1,15,12,2026-01-08
1191,DEV-01191,US,Engineering,Adobe CC,Premiere Pro,Cloud,SaaS,All Apps,23.0,5,0,180,0,0,15,25,2026-02-10
1192,DEV-01192,Singapore,IT,Oracle DB,Oracle 19c,Cloud,SaaS,Enterprise,19.13,2,1,0,0,0,30,500,2025-11-16
1193,DEV-01193,US,Sales,Zoom,Zoom Meetings,On-Prem,Perpetual,Basic,5.16,1,0,15,0,0,30,12,2026-01-31
1194,DEV-01194,Germany,Operations,Adobe CC,Illustrator,Cloud,SaaS,All Apps,27.0,3,0,7,0,0,15,25,2026-04-06
1195,DEV-01195,Germany,Support,Zoom,Zoom Meetings,On-Prem,Subscription,Business,5.17,2,2,90,0,1,15,12,2025-11-04
1196,DEV-01196,Germany,IT,SQL Server,SQL 2019,On-Prem,Perpetual,Standard,15.0.43,3,2,7,0,0,15,300,2026-03-20
1197,DEV-01197,UK,Operations,Oracle DB,Oracle 21c,Cloud,Subscription,Standard,21.4,3,5,0,0,0,30,500,2026-06-26
1198,DEV-01198,Singapore,Finance,Oracle DB,Oracle 21c,Cloud,Subscription,Standard,21.4,3,1,15,0,1,15,500,2026-03-02
1199,DEV-01199,US,Operations,Zoom,Zoom Meetings,Cloud,Subscription,Business,5.17,2,0,90,0,1,30,12,2026-02-25
1200,DEV-01200,US,Operations,Salesforce,CRM Cloud,On-Prem,Subscription,Professional,Summer'25,3,1,7,0,1,90,120,2026-08-17
1201,DEV-01201,UK,HR,Salesforce,CRM Cloud,Cloud,SaaS,Enterprise,Spring'25,3,3,60,0,0,7,120,2025-12-10
1202,DEV-01202,UK,Finance,Oracle DB,Oracle 19c,Cloud,Perpetual,Enterprise,19.13,1,1,15,0,0,7,500,2026-05-17
1203,DEV-01203,Singapore,Engineering,Zoom,Zoom Meetings,On-Prem,Subscription,Basic,5.17,4,3,30,0,1,60,12,2026-03-06
1204,DEV-01204,India,HR,Adobe CC,Photoshop,Cloud,SaaS,Single App,24.0,3,2,0,0,0,7,25,2025-11-15
1205,DEV-01205,Germany,Marketing,Microsoft 365,Word,On-Prem,SaaS,E3,16.2,3,1,30,0,1,7,15,2026-08-09
1206,DEV-01206,Singapore,Engineering,Zoom,Zoom Meetings,On-Prem,SaaS,Basic,5.17,2,1,7,0,0,15,12,2026-08-08
1207,DEV-01207,India,HR,Microsoft 365,PowerPoint,Cloud,SaaS,Basic,16.0,4,3,90,0,0,30,15,2025-12-24
1208,DEV-01208,US,Engineering,Microsoft 365,Word,On-Prem,Perpetual,E3,16.1,5,3,7,0,0,7,15,2026-01-23
1209,DEV-01209,India,Finance,SQL Server,SQL 2022,Cloud,SaaS,Enterprise,16.0.12,1,1,7,0,0,30,300,2026-06-05
1210,DEV-01210,Germany,Operations,Oracle DB,Oracle 19c,Cloud,Perpetual,Enterprise,19.14,5,1,30,0,0,15,500,2026-07-31
1211,DEV-01211,Germany,HR,SQL Server,SQL 2019,On-Prem,Subscription,Enterprise,15.0.45,3,2,0,0,0,60,300,2026-04-09
1212,DEV-01212,Singapore,Support,Microsoft 365,Excel,On-Prem,Subscription,Basic,16.1,5,3,0,1,0,7,15,2026-05-08
1213,DEV-01213,Germany,Sales,Microsoft 365,Teams,Cloud,Subscription,Standard,1.7,3,2,90,0,0,15,15,2025-12-22
1214,DEV-01214,US,Marketing,Microsoft 365,Teams,Cloud,SaaS,Standard,1.6,2,5,15,0,0,120,15,2026-02-02
1215,DEV-01215,India,Engineering,SQL Server,SQL 2019,Cloud,SaaS,Enterprise,15.0.45,2,1,0,0,2,30,300,2025-10-31
1216,DEV-01216,US,Finance,Zoom,Zoom Meetings,On-Prem,Subscription,Business,5.17,4,1,30,1,0,60,12,2026-01-05
1217,DEV-01217,Singapore,Finance,Microsoft 365,Word,Cloud,SaaS,Basic,16.1,5,5,30,0,0,15,15,2026-06-27
1218,DEV-01218,US,Marketing,Microsoft 365,PowerPoint,On-Prem,Subscription,Basic,16.2,5,3,60,0,1,60,15,2025-10-21
1219,DEV-01219,Germany,HR,Adobe CC,Photoshop,Cloud,Perpetual,All Apps,25.0,2,2,30,0,1,15,25,2026-02-01
1220,DEV-01220,US,IT,Microsoft 365,Teams,On-Prem,SaaS,E3,1.7,5,5,120,0,0,60,15,2026-07-05
1221,DEV-01221,Singapore,Sales,Zoom,Zoom Meetings,Cloud,Perpetual,Business,5.17,3,3,15,0,0,15,12,2026-06-09
1222,DEV-01222,US,IT,Adobe CC,Photoshop,Cloud,Subscription,Single App,25.0,4,2,30,1,0,7,25,2026-06-03
1223,DEV-01223,US,IT,Adobe CC,Illustrator,On-Prem,Subscription,Single App,28.0,4,0,7,0,0,120,25,2026-05-09
1224,DEV-01224,UK,Support,SQL Server,SQL 2022,Cloud,Subscription,Standard,16.0.12,2,0,180,0,0,60,300,2025-12-10
1225,DEV-01225,India,Engineering,Oracle DB,Oracle 19c,Cloud,Subscription,Enterprise,19.15,4,6,7,0,0,60,500,2026-06-16
1226,DEV-01226,Singapore,Support,Microsoft 365,Teams,On-Prem,Subscription,E3,1.6,3,1,120,1,0,60,15,2025-11-17
1227,DEV-01227,US,Engineering,Microsoft 365,Word,On-Prem,Perpetual,E3,16.0,4,4,7,0,1,30,15,2026-08-11
1228,DEV-01228,UK,Engineering,Oracle DB,Oracle 19c,On-Prem,Subscription,Enterprise,19.14,5,8,30,0,0,7,500,2026-07-13
1229,DEV-01229,Singapore,Finance,Adobe CC,Illustrator,Cloud,Perpetual,All Apps,28.0,2,0,120,0,0,30,25,2026-04-11
1230,DEV-01230,UK,Sales,Adobe CC,Photoshop,On-Prem,Subscription,Single App,24.0,2,0,0,0,0,30,25,2025-12-13
1231,DEV-01231,Germany,Engineering,Adobe CC,Photoshop,On-Prem,SaaS,Single App,25.0,4,1,15,0,0,7,25,2025-12-20
1232,DEV-01232,Germany,Finance,Microsoft 365,Teams,Cloud,Perpetual,E3,1.7,3,2,15,0,0,90,15,2026-03-13
1233,DEV-01233,Singapore,HR,Salesforce,CRM Cloud,On-Prem,SaaS,Professional,Spring'25,4,4,0,0,0,7,120,2026-04-22
1234,DEV-01234,India,Engineering,Oracle DB,Oracle 19c,On-Prem,Perpetual,Standard,19.13,2,0,0,0,0,30,500,2026-07-01
1235,DEV-01235,Singapore,Operations,SQL Server,SQL 2022,Cloud,Perpetual,Enterprise,16.0.12,1,1,0,0,0,7,300,2025-10-30
1236,DEV-01236,UK,IT,SQL Server,SQL 2022,Cloud,SaaS,Enterprise,16.0.12,1,1,90,0,1,15,300,2026-01-25
1237,DEV-01237,Germany,Support,SQL Server,SQL 2019,Cloud,Subscription,Standard,15.0.45,2,0,90,0,1,7,300,2026-07-30
1238,DEV-01238,UK,Sales,Microsoft 365,Word,On-Prem,SaaS,Basic,16.0,5,0,0,0,0,15,15,2026-08-24
1239,DEV-01239,US,IT,Microsoft 365,Teams,On-Prem,SaaS,Standard,1.7,3,2,0,0,0,7,15,2025-11-10
1240,DEV-01240,India,HR,Oracle DB,Oracle 21c,On-Prem,SaaS,Standard,21.3,5,6,60,0,0,7,500,2026-04-15
1241,DEV-01241,Germany,Finance,Oracle DB,Oracle 21c,On-Prem,Perpetual,Enterprise,21.3,1,1,30,0,0,120,500,2026-06-17
1242,DEV-01242,India,Support,Zoom,Zoom Meetings,Cloud,SaaS,Pro,5.17,2,1,30,0,0,60,12,2026-06-14
1243,DEV-01243,UK,Engineering,Salesforce,CRM Cloud,Cloud,SaaS,Enterprise,Spring'25,2,0,7,0,1,30,120,2025-10-15
1244,DEV-01244,India,IT,Zoom,Zoom Meetings,On-Prem,SaaS,Pro,5.16,2,1,0,0,0,60,12,2026-03-09
1245,DEV-01245,Singapore,Marketing,Salesforce,CRM Cloud,Cloud,Subscription,Professional,Spring'25,2,2,90,1,0,15,120,2025-12-16
1246,DEV-01246,Germany,Marketing,Oracle DB,Oracle 19c,On-Prem,SaaS,Enterprise,19.14,2,1,90,0,1,30,500,2026-04-18
1247,DEV-01247,UK,Support,Adobe CC,Illustrator,Cloud,Perpetual,All Apps,27.0,1,0,7,0,1,15,25,2026-04-27
1248,DEV-01248,India,Support,Oracle DB,Oracle 19c,On-Prem,SaaS,Standard,19.15,5,2,60,0,0,30,500,2025-12-28
1249,DEV-01249,Germany,IT,Microsoft 365,PowerPoint,Cloud,Perpetual,E3,16.1,1,0,15,0,0,15,15,2026-03-16
1250,DEV-01250,Singapore,Engineering,Zoom,Zoom Meetings,On-Prem,Subscription,Business,5.16,4,4,30,0,0,30,12,2026-06-29
1251,DEV-01251,Germany,IT,Oracle DB,Oracle 21c,On-Prem,Subscription,Standard,21.4,4,4,90,0,0,7,500,2026-03-07
1252,DEV-01252,Singapore,Marketing,SQL Server,SQL 2022,Cloud,Perpetual,Standard,16.0.10,5,2,0,1,0,15,300,2026-01-22
1253,DEV-01253,India,Marketing,SQL Server,SQL 2019,Cloud,SaaS,Enterprise,15.0.43,1,1,15,0,0,7,300,2026-07-03
1254,DEV-01254,Germany,IT,Zoom,Zoom Meetings,On-Prem,Subscription,Business,5.16,5,2,0,0,0,30,12,2026-01-25
1255,DEV-01255,Germany,Operations,Adobe CC,Premiere Pro,On-Prem,SaaS,All Apps,23.0,3,3,0,1,0,15,25,2025-12-02
1256,DEV-01256,UK,HR,Salesforce,CRM Cloud,Cloud,Subscription,Professional,Spring'25,2,1,90,0,1,15,120,2026-02-21
1257,DEV-01257,UK,Finance,Microsoft 365,Excel,On-Prem,SaaS,Standard,16.0,3,0,15,0,0,30,15,2026-03-18
1258,DEV-01258,India,Support,Zoom,Zoom Meetings,Cloud,Perpetual,Business,5.17,1,0,90,0,0,60,12,2026-04-13
1259,DEV-01259,US,Engineering,Salesforce,CRM Cloud,On-Prem,SaaS,Professional,Summer'25,3,1,7,0,0,60,120,2026-08-16
1260,DEV-01260,UK,IT,Oracle DB,Oracle 21c,Cloud,SaaS,Enterprise,21.3,2,2,7,0,0,15,500,2026-07-24
1261,DEV-01261,India,Marketing,Salesforce,CRM Cloud,Cloud,Subscription,Enterprise,Spring'25,2,0,0,0,1,120,120,2025-09-28
1262,DEV-01262,Singapore,Operations,Microsoft 365,PowerPoint,Cloud,Subscription,Basic,16.1,4,5,180,0,0,30,15,2026-07-11
1263,DEV-01263,India,HR,SQL Server,SQL 2022,Cloud,SaaS,Standard,16.0.12,2,1,30,0,1,30,300,2025-11-20
1264,DEV-01264,India,Engineering,Salesforce,CRM Cloud,Cloud,Subscription,Professional,Spring'25,3,0,30,0,0,15,120,2026-04-01
1265,DEV-01265,India,Support,Oracle DB,Oracle 21c,Cloud,SaaS,Standard,21.4,3,0,7,0,0,90,500,2026-06-22
1266,DEV-01266,Singapore,Finance,Oracle DB,Oracle 19c,On-Prem,Subscription,Enterprise,19.14,1,0,0,0,1,60,500,2025-11-06
1267,DEV-01267,US,IT,Oracle DB,Oracle 21c,On-Prem,Perpetual,Enterprise,21.4,1,0,30,0,0,7,500,2026-04-30
1268,DEV-01268,India,Operations,Oracle DB,Oracle 19c,On-Prem,SaaS,Standard,19.15,1,1,90,1,0,90,500,2026-03-30
1269,DEV-01269,Germany,Finance,Oracle DB,Oracle 19c,On-Prem,SaaS,Enterprise,19.13,2,2,180,0,0,15,500,2025-11-19
1270,DEV-01270,India,Support,Adobe CC,Premiere Pro,On-Prem,SaaS,Single App,24.0,1,1,60,0,0,90,25,2026-01-01
1271,DEV-01271,Germany,Marketing,Microsoft 365,Teams,On-Prem,Perpetual,E5,1.6,5,1,0,0,0,120,15,2026-07-26
1272,DEV-01272,Germany,Engineering,Oracle DB,Oracle 19c,On-Prem,Perpetual,Enterprise,19.14,5,0,60,0,1,30,500,2026-01-02
1273,DEV-01273,UK,HR,Zoom,Zoom Meetings,On-Prem,Perpetual,Basic,5.16,1,0,30,0,0,30,12,2025-11-02
1274,DEV-01274,Germany,HR,Adobe CC,Illustrator,On-Prem,Perpetual,Single App,27.0,1,0,30,0,0,15,25,2026-03-20
1275,DEV-01275,US,Support,Adobe CC,Photoshop,On-Prem,Subscription,All Apps,25.0,4,2,60,0,0,30,25,2026-01-08
1276,DEV-01276,US,Marketing,SQL Server,SQL 2022,On-Prem,Perpetual,Standard,16.0.12,4,3,0,1,0,60,300,2025-09-28
1277,DEV-01277,Germany,Support,Adobe CC,Photoshop,On-Prem,Perpetual,All Apps,25.0,2,1,0,0,0,7,25,2026-02-17
1278,DEV-01278,US,Sales,Microsoft 365,Teams,On-Prem,Perpetual,E5,1.7,3,3,30,0,1,60,15,2026-02-15
1279,DEV-01279,Germany,Sales,Oracle DB,Oracle 19c,Cloud,SaaS,Enterprise,19.13,1,1,7,0,0,90,500,2026-07-06
1280,DEV-01280,Singapore,HR,Microsoft 365,PowerPoint,Cloud,Perpetual,E3,16.2,1,1,7,0,0,7,15,2025-10-07
1281,DEV-01281,India,Finance,Adobe CC,Illustrator,Cloud,SaaS,Single App,28.0,5,6,0,0,0,7,25,2026-07-07
1282,DEV-01282,Germany,Operations,Microsoft 365,Teams,On-Prem,SaaS,Basic,1.8,3,3,30,0,0,30,15,2026-02-13
1283,DEV-01283,Singapore,Marketing,Salesforce,CRM Cloud,Cloud,SaaS,Enterprise,Spring'25,5,1,0,0,0,30,120,2026-03-18
1284,DEV-01284,UK,Support,Adobe CC,Premiere Pro,Cloud,Subscription,Single App,24.0,5,6,180,0,0,90,25,2025-12-06
1285,DEV-01285,US,Sales,Microsoft 365,Excel,Cloud,Subscription,Basic,16.0,5,1,30,0,0,30,15,2026-01-14
1286,DEV-01286,US,Operations,Microsoft 365,Word,Cloud,SaaS,E5,16.0,3,3,0,0,0,30,15,2025-11-13
1287,DEV-01287,UK,Marketing,Zoom,Zoom Meetings,On-Prem,Subscription,Business,5.16,1,1,7,0,1,7,12,2025-09-30
1288,DEV-01288,Germany,Marketing,SQL Server,SQL 2022,On-Prem,SaaS,Standard,16.0.12,1,1,60,0,0,30,300,2026-05-16
1289,DEV-01289,Singapore,HR,Microsoft 365,Word,On-Prem,Perpetual,E3,16.0,2,0,60,0,1,30,15,2025-12-27
1290,DEV-01290,US,Marketing,Adobe CC,Photoshop,Cloud,Subscription,Single App,25.0,2,0,60,0,1,7,25,2026-01-09
1291,DEV-01291,UK,Engineering,Salesforce,CRM Cloud,On-Prem,Perpetual,Professional,Summer'25,4,1,7,0,0,30,120,2026-06-26
1292,DEV-01292,US,Sales,Microsoft 365,Word,On-Prem,SaaS,Basic,16.0,4,1,30,0,0,7,15,2025-12-21
1293,DEV-01293,UK,Operations,SQL Server,SQL 2019,On-Prem,Subscription,Enterprise,15.0.43,5,3,60,0,0,30,300,2026-02-07
1294,DEV-01294,Singapore,Marketing,Salesforce,CRM Cloud,On-Prem,Subscription,Enterprise,Spring'25,5,0,30,0,0,7,120,2025-11-25
1295,DEV-01295,US,IT,Adobe CC,Premiere Pro,On-Prem,Perpetual,All Apps,24.0,5,1,0,1,1,30,25,2025-12-28
1296,DEV-01296,Singapore,Marketing,Adobe CC,Photoshop,On-Prem,Perpetual,Single App,24.0,5,2,0,0,0,60,25,2025-11-13
1297,DEV-01297,UK,Engineering,Oracle DB,Oracle 19c,On-Prem,SaaS,Enterprise,19.14,2,0,60,0,0,7,500,2025-11-11
1298,DEV-01298,Singapore,HR,Zoom,Zoom Meetings,On-Prem,Subscription,Business,5.16,3,2,60,0,0,15,12,2026-03-18
1299,DEV-01299,India,IT,Microsoft 365,Word,On-Prem,Perpetual,Basic,16.0,3,0,0,0,0,90,15,2026-01-02
1300,DEV-01300,Germany,Finance,SQL Server,SQL 2022,On-Prem,Perpetual,Standard,16.0.10,3,0,180,0,0,30,300,2026-06-12
1301,DEV-01301,UK,Engineering,Oracle DB,Oracle 19c,On-Prem,Perpetual,Standard,19.15,5,2,0,0,0,15,500,2025-11-05
1302,DEV-01302,US,HR,Oracle DB,Oracle 19c,Cloud,Subscription,Enterprise,19.13,5,0,30,1,0,15,500,2025-10-22
1303,DEV-01303,India,Engineering,Adobe CC,Illustrator,Cloud,Perpetual,All Apps,27.0,3,2,0,0,0,7,25,2026-04-22
1304,DEV-01304,Germany,Finance,Adobe CC,Illustrator,On-Prem,Subscription,Single App,28.0,3,2,0,0,1,30,25,2025-12-23
1305,DEV-01305,Singapore,Sales,Salesforce,CRM Cloud,On-Prem,Perpetual,Enterprise,Summer'25,4,3,90,0,1,60,120,2026-08-07
1306,DEV-01306,Singapore,Support,Zoom,Zoom Meetings,On-Prem,Perpetual,Business,5.16,2,4,7,0,0,15,12,2025-11-28
1307,DEV-01307,Germany,Engineering,Zoom,Zoom Meetings,On-Prem,Subscription,Business,5.17,2,1,60,0,0,15,12,2026-02-01
1308,DEV-01308,Singapore,Marketing,SQL Server,SQL 2019,On-Prem,Subscription,Enterprise,15.0.43,2,0,0,0,0,7,300,2026-08-09
1309,DEV-01309,UK,HR,Zoom,Zoom Meetings,Cloud,Subscription,Basic,5.16,2,2,30,0,0,60,12,2026-06-24
1310,DEV-01310,Germany,Marketing,Microsoft 365,PowerPoint,Cloud,SaaS,E5,16.0,4,3,60,0,1,60,15,2026-04-06
1311,DEV-01311,UK,IT,Adobe CC,Illustrator,On-Prem,Perpetual,All Apps,28.0,5,2,30,0,0,7,25,2025-10-08
1312,DEV-01312,India,Support,SQL Server,SQL 2022,Cloud,Subscription,Enterprise,16.0.10,2,1,7,0,0,30,300,2026-06-10
1313,DEV-01313,Singapore,HR,Oracle DB,Oracle 21c,On-Prem,Subscription,Standard,21.4,1,0,90,0,0,7,500,2026-02-23
1314,DEV-01314,US,Marketing,Adobe CC,Photoshop,Cloud,SaaS,All Apps,25.0,1,0,180,0,0,30,25,2025-11-18
1315,DEV-01315,India,Finance,Salesforce,CRM Cloud,Cloud,Perpetual,Professional,Summer'25,5,1,30,0,0,7,120,2026-08-16
1316,DEV-01316,US,Support,Adobe CC,Photoshop,Cloud,Perpetual,All Apps,24.0,1,0,0,0,0,30,25,2025-11-08
1317,DEV-01317,Singapore,Support,Oracle DB,Oracle 21c,On-Prem,Subscription,Enterprise,21.3,1,0,30,0,0,30,500,2025-10-12
1318,DEV-01318,Singapore,Finance,Oracle DB,Oracle 21c,On-Prem,Perpetual,Standard,21.3,2,1,90,0,0,30,500,2026-06-08
1319,DEV-01319,UK,Engineering,Zoom,Zoom Meetings,Cloud,SaaS,Business,5.16,4,2,60,0,0,15,12,2025-10-26
1320,DEV-01320,India,Engineering,Zoom,Zoom Meetings,On-Prem,Perpetual,Business,5.17,1,0,30,0,1,30,12,2026-06-25
1321,DEV-01321,Germany,Operations,Microsoft 365,Excel,Cloud,SaaS,Standard,16.2,2,2,60,0,0,30,15,2025-12-11
1322,DEV-01322,India,Marketing,SQL Server,SQL 2022,Cloud,Subscription,Enterprise,16.0.10,1,0,15,0,0,60,300,2026-02-24
1323,DEV-01323,US,Sales,Salesforce,CRM Cloud,Cloud,Perpetual,Professional,Spring'25,2,1,30,0,0,90,120,2025-10-20
1324,DEV-01324,Singapore,Finance,Microsoft 365,Excel,Cloud,SaaS,Basic,16.0,1,0,0,0,0,7,15,2026-04-18
1325,DEV-01325,Singapore,Finance,Microsoft 365,Teams,On-Prem,Perpetual,E5,1.6,3,1,60,0,0,15,15,2025-12-25
1326,DEV-01326,US,Engineering,Oracle DB,Oracle 21c,On-Prem,Subscription,Standard,21.4,5,5,60,0,0,60,500,2026-05-02
1327,DEV-01327,Singapore,HR,Zoom,Zoom Meetings,Cloud,Subscription,Business,5.16,1,0,15,0,0,90,12,2026-05-14
1328,DEV-01328,US,Operations,Oracle DB,Oracle 19c,Cloud,Perpetual,Standard,19.14,1,1,7,0,0,30,500,2025-11-29
1329,DEV-01329,India,Finance,Salesforce,CRM Cloud,Cloud,Perpetual,Professional,Summer'25,5,4,180,0,0,7,120,2025-10-30
1330,DEV-01330,UK,Engineering,Zoom,Zoom Meetings,On-Prem,Perpetual,Pro,5.17,5,3,7,0,0,7,12,2026-07-17
1331,DEV-01331,Singapore,Sales,Zoom,Zoom Meetings,Cloud,Perpetual,Business,5.17,1,1,30,0,1,15,12,2026-04-02
1332,DEV-01332,Singapore,Sales,Salesforce,CRM Cloud,On-Prem,Subscription,Professional,Spring'25,1,1,15,0,0,90,120,2026-01-04
1333,DEV-01333,US,Marketing,Microsoft 365,Excel,On-Prem,Subscription,Standard,16.1,4,0,15,0,0,30,15,2025-10-08
1334,DEV-01334,Singapore,Support,Adobe CC,Illustrator,On-Prem,Subscription,All Apps,27.0,4,1,15,0,0,7,25,2026-01-21
1335,DEV-01335,Singapore,Marketing,Oracle DB,Oracle 21c,On-Prem,Perpetual,Standard,21.3,3,2,90,0,1,120,500,2025-11-26
1336,DEV-01336,US,Sales,Oracle DB,Oracle 19c,On-Prem,Subscription,Enterprise,19.15,2,1,0,0,0,30,500,2026-07-05
1337,DEV-01337,Germany,Sales,Oracle DB,Oracle 21c,On-Prem,SaaS,Standard,21.4,4,7,30,0,0,15,500,2026-01-02
1338,DEV-01338,Singapore,Operations,Zoom,Zoom Meetings,On-Prem,Subscription,Basic,5.17,4,1,0,0,0,7,12,2026-03-05
1339,DEV-01339,Singapore,Engineering,Salesforce,CRM Cloud,On-Prem,SaaS,Enterprise,Summer'25,1,4,60,0,0,7,120,2026-04-15
1340,DEV-01340,Germany,Finance,Microsoft 365,Word,Cloud,Perpetual,Standard,16.0,1,1,30,0,0,90,15,2025-10-10
1341,DEV-01341,India,Finance,SQL Server,SQL 2019,Cloud,SaaS,Enterprise,15.0.43,3,5,30,0,0,60,300,2026-08-15
1342,DEV-01342,Singapore,Marketing,Zoom,Zoom Meetings,Cloud,Perpetual,Basic,5.16,3,2,30,0,0,30,12,2026-06-07
1343,DEV-01343,Germany,Support,Zoom,Zoom Meetings,Cloud,SaaS,Basic,5.17,2,1,120,0,0,15,12,2026-07-29
1344,DEV-01344,US,Operations,Microsoft 365,Word,Cloud,Perpetual,E5,16.1,1,0,0,0,0,15,15,2026-02-08
1345,DEV-01345,India,Sales,Zoom,Zoom Meetings,On-Prem,SaaS,Basic,5.16,4,1,30,0,0,90,12,2026-03-06
1346,DEV-01346,UK,HR,Adobe CC,Illustrator,Cloud,SaaS,All Apps,27.0,4,5,60,0,0,60,25,2025-11-06
1347,DEV-01347,Singapore,HR,Microsoft 365,Teams,On-Prem,SaaS,E5,1.6,5,2,0,0,0,30,15,2026-06-07
1348,DEV-01348,Singapore,Operations,SQL Server,SQL 2019,On-Prem,SaaS,Enterprise,15.0.43,5,2,90,0,0,15,300,2025-12-22
